"id","accession","organism","geographic_location","source_type","isolation_notes","collection_year","isolation_source","host","public_accession","project_accession","project_name","collected_by","sequenced_by","strain","attribute_package","isolate_name_alias","ifsac_category","serotype2","host_disease","collection_date","source_type_full"
260," SAMN14316589","Escherichia coli","USA:WA","environmental","water",2019,"water",NA,NA,NA,NA,"Washington State Department of Health | Public Health Laboratories",NA,"PNUSAE049808","environmental/food/other","343066-006-861","environmental-water",NA,NA,"2019-10-21","environmental"
261," SAMN14316588","Escherichia coli","USA:WA","environmental","water",2019,"water",NA,NA,NA,NA,"Washington State Department of Health | Public Health Laboratories",NA,"PNUSAE049807","environmental/food/other","343066-004-860","environmental-water",NA,NA,"2019-10-21","environmental"
262," SAMN14316586","Escherichia coli","USA:WA","environmental","water",2019,"water",NA,NA,NA,NA,"Washington State Department of Health | Public Health Laboratories",NA,"PNUSAE049798","environmental/food/other","342381-002-846","environmental-water",NA,NA,"2019-10-14","environmental"
263," SAMN14316585","Escherichia coli","USA:WA","environmental","water",2020,"water",NA,NA,NA,NA,"Washington State Department of Health | Public Health Laboratories",NA,"PNUSAE049792","environmental/food/other","353984-001-1208","environmental-water",NA,NA,"2020-01-29","environmental"
264," SAMN14316584","Escherichia coli","USA:WA","environmental","water",2019,"water",NA,NA,NA,NA,"Washington State Department of Health | Public Health Laboratories",NA,"PNUSAE049793","environmental/food/other","339942-007-531","environmental-water",NA,NA,"2019-09-18","environmental"
265," SAMN14291765","Escherichia coli","USA:WA","environmental","water",2019,"water",NA,NA,NA,NA,"Washington State Department of Health | Public Health Laboratories",NA,"PNUSAE049732","environmental/food/other","343172-005-930","environmental-water",NA,NA,"2019-10-22","environmental"
266," SAMN14271033","Escherichia coli","USA:WA","environmental","water",2020,"water",NA,NA,NA,NA,"Washington State Department of Health | Public Health Laboratories",NA,"PNUSAE049682","environmental/food/other","351564-001-1200","environmental-water",NA,NA,"2020-01-08","environmental"
267," SAMN14271032","Escherichia coli","USA:WA","environmental","water",2020,"water",NA,NA,NA,NA,"Washington State Department of Health | Public Health Laboratories",NA,"PNUSAE049683","environmental/food/other","351561-003-1198","environmental-water",NA,NA,"2020-01-08","environmental"
268," SAMN14271031","Escherichia coli","USA:WA","environmental","water",2019,"water",NA,NA,NA,NA,"Washington State Department of Health | Public Health Laboratories",NA,"PNUSAE049687","environmental/food/other","346298-002-1190","environmental-water",NA,NA,"2019-11-20","environmental"
269," SAMN14271030","Escherichia coli","USA:WA","environmental","water",2019,"water",NA,NA,NA,NA,"Washington State Department of Health | Public Health Laboratories",NA,"PNUSAE049684","environmental/food/other","343386-002-940","environmental-water",NA,NA,"2019-10-23","environmental"
270," SAMN14271025","Escherichia coli","USA:WA","environmental","water",2020,"water",NA,NA,NA,NA,"Washington State Department of Health | Public Health Laboratories",NA,"PNUSAE049679","environmental/food/other","351457-001-1194","environmental-water",NA,NA,"2020-01-07","environmental"
271," SAMN14270852","Escherichia coli","USA:WA","environmental","water",2020,"water",NA,NA,NA,NA,"Washington State Department of Health | Public Health Laboratories",NA,"PNUSAE049678","environmental/food/other","351565-001-1202","environmental-water",NA,NA,"2020-01-08","environmental"
272," SAMN14270851","Escherichia coli","USA:WA","environmental","water",2019,"water",NA,NA,NA,NA,"Washington State Department of Health | Public Health Laboratories",NA,"PNUSAE049686","environmental/food/other","346302-006-1192","environmental-water",NA,NA,"2019-11-20","environmental"
273," SAMN14270850","Escherichia coli","USA:WA","environmental","water",2019,"water",NA,NA,NA,NA,"Washington State Department of Health | Public Health Laboratories",NA,"PNUSAE049685","environmental/food/other","345996-003-1186","environmental-water",NA,NA,"2019-11-19","environmental"
274," SAMN14214498","Escherichia coli","USA:WA","environmental","water",2019,"water",NA,NA,NA,NA,"Washington State Department of Health | Public Health Laboratories",NA,"PNUSAE049209","environmental/food/other","341189-004-806","environmental-water",NA,NA,"2019-10-02","environmental"
275," SAMN14214497","Escherichia coli","USA:WA","environmental","water",2019,"water",NA,NA,NA,NA,"Washington State Department of Health | Public Health Laboratories",NA,"PNUSAE049211","environmental/food/other","343066-010-865","environmental-water",NA,NA,"2019-10-21","environmental"
276," SAMN14214496","Escherichia coli","USA:WA","environmental","water",2019,"water",NA,NA,NA,NA,"Washington State Department of Health | Public Health Laboratories",NA,"PNUSAE049220","environmental/food/other","341814-006-821","environmental-water",NA,NA,"2019-10-02","environmental"
277," SAMN14214495","Escherichia coli","USA:WA","environmental","water",2019,"water",NA,NA,NA,NA,"Washington State Department of Health | Public Health Laboratories",NA,"PNUSAE049217","environmental/food/other","341190-002-811","environmental-water",NA,NA,"2019-10-02","environmental"
278," SAMN14214494","Escherichia coli","USA:WA","environmental","water",2019,"water",NA,NA,NA,NA,"Washington State Department of Health | Public Health Laboratories",NA,"PNUSAE049218","environmental/food/other","345975-003-1150","environmental-water",NA,NA,"2019-11-19","environmental"
279," SAMN14214493","Escherichia coli","USA:WA","environmental","water",2019,"water",NA,NA,NA,NA,"Washington State Department of Health | Public Health Laboratories",NA,"PNUSAE049210","environmental/food/other","341185-002-796","environmental-water",NA,NA,"2019-10-02","environmental"
280," SAMN14214492","Escherichia coli","USA:WA","environmental","water",2019,"water",NA,NA,NA,NA,"Washington State Department of Health | Public Health Laboratories",NA,"PNUSAE049213","environmental/food/other","345978-007-1164","environmental-water",NA,NA,"2019-11-19","environmental"
281," SAMN14214491","Escherichia coli","USA:WA","environmental","water",2019,"water",NA,NA,NA,NA,"Washington State Department of Health | Public Health Laboratories",NA,"PNUSAE049219","environmental/food/other","341192-001-816","environmental-water",NA,NA,"2019-10-02","environmental"
282," SAMN14214490","Escherichia coli","USA:WA","environmental","water",2019,"water",NA,NA,NA,NA,"Washington State Department of Health | Public Health Laboratories",NA,"PNUSAE049212","environmental/food/other","345977-002-1152","environmental-water",NA,NA,"2019-11-19","environmental"
283," SAMN14214489","Escherichia coli","USA:WA","environmental","water",2019,"water",NA,NA,NA,NA,"Washington State Department of Health | Public Health Laboratories",NA,"PNUSAE049221","environmental/food/other","345994-002-1180","environmental-water",NA,NA,"2019-11-19","environmental"
284," SAMN14140217","Escherichia coli","USA:WA","environmental","water",2019,"water",NA,NA,NA,NA,"Washington State Department of Health | Public Health Laboratories",NA,"PNUSAE048747","environmental/food/other","343068-001-879","environmental-water",NA,NA,"2019-10-21","environmental"
285," SAMN14140216","Escherichia coli","USA:WA","environmental","water",2019,"water",NA,NA,NA,NA,"Washington State Department of Health | Public Health Laboratories",NA,"PNUSAE048723","environmental/food/other","343071-003-906","environmental-water",NA,NA,"2019-10-21","environmental"
286," SAMN14140215","Escherichia coli","USA:WA","environmental","water",2019,"water",NA,NA,NA,NA,"Washington State Department of Health | Public Health Laboratories",NA,"PNUSAE048729","environmental/food/other","345972-011-1140","environmental-water",NA,NA,"2019-11-19","environmental"
287," SAMN14140214","Escherichia coli","USA:WA","environmental","water",2019,"water",NA,NA,NA,NA,"Washington State Department of Health | Public Health Laboratories",NA,"PNUSAE048735","environmental/food/other","344557-006-994","environmental-water",NA,NA,"2019-11-04","environmental"
288," SAMN14140213","Escherichia coli","USA:WA","environmental","water",2019,"water",NA,NA,NA,NA,"Washington State Department of Health | Public Health Laboratories",NA,"PNUSAE048731","environmental/food/other","343389-008-981","environmental-water",NA,NA,"2019-10-23","environmental"
289," SAMN14140212","Escherichia coli","USA:WA","environmental","water",2019,"water",NA,NA,NA,NA,"Washington State Department of Health | Public Health Laboratories",NA,"PNUSAE048730","environmental/food/other","345869-001-1088","environmental-water",NA,NA,"2019-11-18","environmental"
290," SAMN14140211","Escherichia coli","USA:WA","environmental","water",2019,"water",NA,NA,NA,NA,"Washington State Department of Health | Public Health Laboratories",NA,"PNUSAE048745","environmental/food/other","343171-005-915","environmental-water",NA,NA,"2019-10-22","environmental"
291," SAMN14140210","Escherichia coli","USA:WA","environmental","water",2019,"water",NA,NA,NA,NA,"Washington State Department of Health | Public Health Laboratories",NA,"PNUSAE048743","environmental/food/other","343173-002-938","environmental-water",NA,NA,"2019-10-22","environmental"
292," SAMN14140209","Escherichia coli","USA:WA","environmental","water",2019,"water",NA,NA,NA,NA,"Washington State Department of Health | Public Health Laboratories",NA,"PNUSAE048742","environmental/food/other","341819-002-831","environmental-water",NA,NA,"2019-10-09","environmental"
293," SAMN14140208","Escherichia coli","USA:WA","environmental","water",2019,"water",NA,NA,NA,NA,"Washington State Department of Health | Public Health Laboratories",NA,"PNUSAE048724","environmental/food/other","344915-001-1040","environmental-water",NA,NA,"2019-11-06","environmental"
294," SAMN14140207","Escherichia coli","USA:WA","environmental","water",2019,"water",NA,NA,NA,NA,"Washington State Department of Health | Public Health Laboratories",NA,"PNUSAE048748","environmental/food/other","344558-011-1006","environmental-water",NA,NA,"2019-11-04","environmental"
295," SAMN14140206","Escherichia coli","USA:WA","environmental","water",2019,"water",NA,NA,NA,NA,"Washington State Department of Health | Public Health Laboratories",NA,"PNUSAE048726","environmental/food/other","344560-005-1022","environmental-water",NA,NA,"2019-11-04","environmental"
296," SAMN14140205","Escherichia coli","USA:WA","environmental","water",2019,"water",NA,NA,NA,NA,"Washington State Department of Health | Public Health Laboratories",NA,"PNUSAE048741","environmental/food/other","344912-014-1026","environmental-water",NA,NA,"2019-11-06","environmental"
297," SAMN14140204","Escherichia coli","USA:WA","environmental","water",2019,"water",NA,NA,NA,NA,"Washington State Department of Health | Public Health Laboratories",NA,"PNUSAE048728","environmental/food/other","345870-016-1114","environmental-water",NA,NA,"2019-11-18","environmental"
298," SAMN14140203","Escherichia coli","USA:WA","environmental","water",2019,"water",NA,NA,NA,NA,"Washington State Department of Health | Public Health Laboratories",NA,"PNUSAE048734","environmental/food/other","344914-013-1036","environmental-water",NA,NA,"2019-11-06","environmental"
299," SAMN14140202","Escherichia coli","USA:WA","environmental","water",2019,"water",NA,NA,NA,NA,"Washington State Department of Health | Public Health Laboratories",NA,"PNUSAE048739","environmental/food/other","344920-006-1064","environmental-water",NA,NA,"2019-11-06","environmental"
300," SAMN14140201","Escherichia coli","USA:WA","environmental","water",2019,"water",NA,NA,NA,NA,"Washington State Department of Health | Public Health Laboratories",NA,"PNUSAE048732","environmental/food/other","343388-004-973","environmental-water",NA,NA,"2019-10-23","environmental"
301," SAMN14140200","Escherichia coli","USA:WA","environmental","water",2019,"water",NA,NA,NA,NA,"Washington State Department of Health | Public Health Laboratories",NA,"PNUSAE048725","environmental/food/other","344917-013-1060","environmental-water",NA,NA,"2019-11-06","environmental"
302," SAMN14140199","Escherichia coli","USA:WA","environmental","water",2019,"water",NA,NA,NA,NA,"Washington State Department of Health | Public Health Laboratories",NA,"PNUSAE048740","environmental/food/other","343067-004-871","environmental-water",NA,NA,"2019-10-21","environmental"
303," SAMN14140198","Escherichia coli","USA:WA","environmental","water",2019,"water",NA,NA,NA,NA,"Washington State Department of Health | Public Health Laboratories",NA,"PNUSAE048733","environmental/food/other","343387-004-952","environmental-water",NA,NA,"2019-10-23","environmental"
304," SAMN14140197","Escherichia coli","USA:WA","environmental","water",2019,"water",NA,NA,NA,NA,"Washington State Department of Health | Public Health Laboratories",NA,"PNUSAE048744","environmental/food/other","343069-018-891","environmental-water",NA,NA,"2019-10-21","environmental"
305," SAMN14140196","Escherichia coli","USA:WA","environmental","water",2019,"water",NA,NA,NA,NA,"Washington State Department of Health | Public Health Laboratories",NA,"PNUSAE048746","environmental/food/other","343066-012-867","environmental-water",NA,NA,"2019-10-21","environmental"
